Level,State/UT,Year,District/Block,Rainfall (mm),Recharge (ham),Natural Discharge (ham),Extractable (ham),Extraction (ham),Stage (%),Status
District/Block,Tamil Nadu,2023-2024,PERAMBALUR,829.02,,,22900.04,25062.87,109.44,Over-Exploited
District/Block,Tamil Nadu,2023-2024,PUDUKKOTTAI,943.64,,,87294.89,44365.37,50.82,Safe
District/Block,Tamil Nadu,2023-2024,RAMANATHAPURAM,714.58,,,43770.38,4522.44,10.33,Safe
District/Block,Tamil Nadu,2023-2024,RANIPET,995.49,,,25829.98,22927.83,88.76,Semi-Critical
District/Block,Tamil Nadu,2023-2024,SALEM,896.99,,,47696.16,69990.28,146.74,Over-Exploited
District/Block,Tamil Nadu,2023-2024,SIVAGANGAI,875.49,,,59693.81,17582.53,29.45,Safe
District/Block,Tamil Nadu,2023-2024,TENKASI,801.77,,,52384.29,40164.38,76.67,Semi-Critical
District/Block,Tamil Nadu,2023-2024,THANJAVUR,1016.41,,,94354.19,95117.13,100.81,Over-Exploited
District/Block,Tamil Nadu,2023-2024,THE NILGIRIS,1802.81,,,13267.16,902.35,6.8,Safe
District/Block,Tamil Nadu,2023-2024,THENI,1269.42,,,28266.03,21636.12,76.54,Semi-Critical
District/Block,Tamil Nadu,2023-2024,THIRUVARUR,852.88,,,21323.29,14338.38,67.24,Safe
District/Block,Tamil Nadu,2023-2024,THOOTHUKUDI,654.83,,,62013.4,21614.22,34.85,Safe
District/Block,Tamil Nadu,2023-2024,TIRUCHIRAPPALLI,742.13,,,72493.05,52991.3,73.1,Semi-Critical
District/Block,Tamil Nadu,2023-2024,TIRUNELVELI,1971.92,,,75788.59,32748.55,43.21,Safe
District/Block,Tamil Nadu,2023-2024,TIRUPATHUR,856.7,,,9033.43,12575.96,139.22,Over-Exploited
District/Block,Tamil Nadu,2023-2024,TIRUPPUR,629.39,,,55944.24,46783.04,83.62,Semi-Critical
District/Block,Tamil Nadu,2023-2024,TIRUVALLUR,1263.64,,,78655.65,42933.82,54.58,Safe
District/Block,Tamil Nadu,2023-2024,TIRUVANNAMALAI,1069.3,,,110146.16,91275.12,82.87,Semi-Critical
District/Block,Tamil Nadu,2023-2024,VELLORE,967.05,,,15335.17,18629.72,121.48,Over-Exploited
District/Block,Tamil Nadu,2023-2024,VILLUPURAM,966.97,,,93425.09,81585.1,87.33,Semi-Critical
District/Block,Tamil Nadu,2023-2024,VIRUDHUNAGAR,793.2,,,74736.43,41700.76,55.8,Safe
District/Block,Telangana,2023-2024,Adilabad,1164.1,,,55241.46,19730.57,35.72,Safe
District/Block,Telangana,2023-2024,Bhadradri Kothagudem,1188.2,,,98716.33,31286.78,31.69,Safe
District/Block,Telangana,2023-2024,Hanumakonda,976.57,,,47653.91,28780.47,60.39,Safe
District/Block,Telangana,2023-2024,Hyderabad,830.09,,,5804.94,5966.86,102.79,Over-Exploited
District/Block,Telangana,2023-2024,Jagtial,1031.72,,,51304.51,20637.1,40.22,Safe
District/Block,Telangana,2023-2024,Jangaon,893.71,,,34559.23,19973.76,57.8,Safe
District/Block,Telangana,2023-2024,Jayashankar Bhupalapally,1074.27,,,40000.39,17198.46,43.0,Safe
District/Block,Telangana,2023-2024,Jogulamba Gadwal,578.02,,,35761.4,12390.25,34.65,Safe
District/Block,Telangana,2023-2024,Kamareddy,1003.56,,,61869.98,32342.83,52.28,Safe
District/Block,Telangana,2023-2024,Karimnagar,907.12,,,89026.87,24690.39,27.73,Safe
District/Block,Telangana,2023-2024,Khammam,1042.01,,,93586.78,42533.94,45.45,Safe
District/Block,Telangana,2023-2024,Komarambheem Asifabad,1154.81,,,59754.67,9510.71,15.92,Safe
District/Block,Telangana,2023-2024,Mahabubabad,1112.56,,,56158.48,30433.93,54.19,Safe
District/Block,Telangana,2023-2024,Mahabubnagar,657.15,,,31527.85,22248.79,70.57,Semi-Critical
District/Block,Telangana,2023-2024,Mancherial,1045.6,,,86868.4,24489.77,28.19,Safe
District/Block,Telangana,2023-2024,Medak,868.03,,,43947.31,27892.03,63.47,Safe
District/Block,Telangana,2023-2024,Medchal Malkajgiri,767.27,,,9464.96,6786.33,71.7,Semi-Critical
District/Block,Telangana,2023-2024,Mulug,1375.01,,,53916.59,12617.57,23.4,Safe
District/Block,Telangana,2023-2024,Nagarkurnool,667.34,,,72905.06,31822.88,43.65,Safe
District/Block,Telangana,2023-2024,Nalgonda,697.09,,,109340.28,57243.08,52.35,Safe
District/Block,Telangana,2023-2024,Narayanpet,549.43,,,25989.08,11277.72,43.39,Safe
District/Block,Telangana,2023-2024,Nirmal,1056.57,,,63935.64,23282.66,36.42,Safe
District/Block,Telangana,2023-2024,Nizamabad,987.7,,,94427.25,52714.5,55.83,Safe
District/Block,Telangana,2023-2024,Peddapalle,1013.7,,,44754.64,20310.98,45.38,Safe
District/Block,Telangana,2023-2024,Rajanna Siricilla,1144.21,,,45807.07,28409.15,62.02,Safe
District/Block,Telangana,2023-2024,Rangareddy,715.07,,,52159.42,34673.61,66.48,Safe
District/Block,Telangana,2023-2024,Sangareddy,861.83,,,37516.73,19407.9,51.73,Safe
District/Block,Telangana,2023-2024,Siddipet,784.01,,,60617.33,40816.57,67.33,Safe
District/Block,Telangana,2023-2024,Suryapet,780.82,,,56731.91,20896.07,36.83,Safe
District/Block,Telangana,2023-2024,Vikarabad,809.7,,,47682.74,19945.65,41.83,Safe
District/Block,Telangana,2023-2024,Wanaparthy,630.13,,,57811.82,23445.71,40.56,Safe
District/Block,Telangana,2023-2024,Warangal,959.09,,,45910.53,25234.71,54.96,Safe
District/Block,Telangana,2023-2024,Yadadri Bhuvanagiri,742.58,,,73533.09,47658.08,64.81,Safe
District/Block,Tripura,2023-2024,DHALAI,2433.97,,,18006.45,1091.58,6.06,Safe
District/Block,Tripura,2023-2024,GOMATI,2187.37,,,19603.61,1068.73,5.45,Safe
District/Block,Tripura,2023-2024,KHOWAI,2223.76,,,10887.32,1012.37,9.3,Safe
District/Block,Tripura,2023-2024,NORTH TRIPURA,2537.57,,,9924.68,1049.36,10.57,Safe
District/Block,Tripura,2023-2024,SEPAHIJALA,2051.78,,,15086.56,1791.41,11.87,Safe
District/Block,Tripura,2023-2024,SOUTH TRIPURA,2450.63,,,20501.29,1256.96,6.13,Safe
District/Block,Tripura,2023-2024,UNAKOTI,2376.57,,,8989.75,691.44,7.69,Safe
District/Block,Tripura,2023-2024,WEST TRIPURA,2022.73,,,15014.27,3224.07,21.47,Safe
District/Block,Uttar Pradesh,2023-2024,AGRA,614.65,,,80518.66,94444.82,117.3,Over-Exploited
District/Block,Uttar Pradesh,2023-2024,ALIGARH,667.47,,,91286.9,73007.68,79.98,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,AMBEDKAR NAGAR,1013.3,,,72488.78,45553.36,62.84,Safe
District/Block,Uttar Pradesh,2023-2024,AMETHI,853.0,,,81110.01,53262.78,65.67,Safe
District/Block,Uttar Pradesh,2023-2024,AMROHA,902.59,,,50307.38,48240.68,95.89,Critical
District/Block,Uttar Pradesh,2023-2024,AURAIYA,624.88,,,61313.87,38181.42,62.27,Safe
District/Block,Uttar Pradesh,2023-2024,AYODHYA,952.71,,,85742.61,53415.97,62.3,Safe
District/Block,Uttar Pradesh,2023-2024,AZAMGARH,913.93,,,127154.42,75508.28,59.38,Safe
District/Block,Uttar Pradesh,2023-2024,BAGPAT,674.76,,,32735.71,31407.67,95.94,Critical
District/Block,Uttar Pradesh,2023-2024,BAHRAICH,1158.8,,,139593.44,82599.43,59.17,Safe
District/Block,Uttar Pradesh,2023-2024,BALLIA,922.03,,,85893.17,53641.2,62.45,Safe
District/Block,Uttar Pradesh,2023-2024,BALRAMPUR,1065.2,,,91195.86,52254.34,57.3,Safe
District/Block,Uttar Pradesh,2023-2024,BANDA,943.2,,,66450.21,43989.34,66.2,Safe
District/Block,Uttar Pradesh,2023-2024,BARABANKI,978.39,,,190799.27,118465.32,62.09,Safe
District/Block,Uttar Pradesh,2023-2024,BAREILLY,877.86,,,114240.31,82765.54,72.45,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,BASTI,1110.78,,,75397.22,49332.24,65.43,Safe
District/Block,Uttar Pradesh,2023-2024,BIJNOR,1053.5,,,135119.09,95093.68,70.38,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,BUDAUN,784.54,,,76150.59,63190.67,82.98,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,BULANDSHAHAR,673.13,,,145393.42,138101.49,94.98,Critical
District/Block,Uttar Pradesh,2023-2024,CHANDAULI,949.06,,,51421.87,29578.38,57.52,Safe
District/Block,Uttar Pradesh,2023-2024,CHITRAKOOT,943.2,,,40047.16,33169.49,82.83,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,DEORIA,1019.38,,,134166.95,83718.23,62.4,Safe
District/Block,Uttar Pradesh,2023-2024,ETAH,658.23,,,78438.94,56961.95,72.62,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,ETAWAH,587.48,,,64705.87,33923.72,52.43,Safe
District/Block,Uttar Pradesh,2023-2024,FARRUKHABAD,753.48,,,43601.75,32368.91,74.24,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,FATEHPUR,746.9,,,106602.72,80046.23,75.09,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,FIROZABAD,656.92,,,72500.8,76814.75,105.95,Over-Exploited
District/Block,Uttar Pradesh,2023-2024,G.B.NAGAR,537.16,,,44663.98,47817.71,107.06,Over-Exploited
District/Block,Uttar Pradesh,2023-2024,GHAZIABAD,729.83,,,38539.92,47805.78,124.04,Over-Exploited
District/Block,Uttar Pradesh,2023-2024,GHAZIPUR,853.77,,,95654.61,56303.52,58.86,Safe
District/Block,Uttar Pradesh,2023-2024,GONDA,1047.0,,,112972.64,69238.73,61.29,Safe
District/Block,Uttar Pradesh,2023-2024,GORAKHPUR,1338.3,,,159038.02,101424.58,63.77,Safe
District/Block,Uttar Pradesh,2023-2024,HAMIRPUR,735.88,,,41346.26,27837.36,67.33,Safe
District/Block,Uttar Pradesh,2023-2024,HAPUR,788.32,,,46636.03,44644.87,95.73,Critical
District/Block,Uttar Pradesh,2023-2024,HARDOI,816.35,,,161785.59,98959.74,61.17,Safe
District/Block,Uttar Pradesh,2023-2024,HATHRAS,618.98,,,65431.64,61473.69,93.95,Critical
District/Block,Uttar Pradesh,2023-2024,JALAUN,687.2,,,93767.55,52259.64,55.73,Safe
District/Block,Uttar Pradesh,2023-2024,JAUNPUR,901.72,,,119174.87,83626.02,70.17,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,JHANSI,764.99,,,67359.0,44072.24,65.43,Safe
District/Block,Uttar Pradesh,2023-2024,KANNAUJ,714.62,,,54250.97,42762.27,78.82,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,KANPUR DEHAT,670.38,,,73560.35,52529.82,71.41,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,KANPUR NAGAR,709.6,,,80026.17,63283.47,79.08,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,KASGANJ,724.77,,,66587.28,46651.27,70.06,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,KAUSHAMBI,846.45,,,46266.88,37079.46,80.14,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,KUSHI NAGAR,1112.0,,,157015.89,81590.32,51.96,Safe
District/Block,Uttar Pradesh,2023-2024,LAKHIMPUR KHERI,1130.0,,,210316.03,130415.51,62.01,Safe
District/Block,Uttar Pradesh,2023-2024,LALITPUR,909.89,,,36339.3,30579.47,84.15,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,LUCKNOW,879.83,,,76635.04,50944.91,66.48,Safe
District/Block,Uttar Pradesh,2023-2024,MAHOBA,809.7,,,27843.33,25578.91,91.87,Critical
District/Block,Uttar Pradesh,2023-2024,MAHRAJGANJ,1389.1,,,103591.24,66356.32,64.06,Safe
District/Block,Uttar Pradesh,2023-2024,MAINPURI,659.74,,,86235.19,63375.29,73.49,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,MATHURA,556.89,,,127931.21,92299.91,72.15,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,MAUNATH BHANJAN,897.3,,,46650.57,30258.11,64.86,Safe
District/Block,Uttar Pradesh,2023-2024,MEERUT,856.89,,,77691.2,59761.67,76.92,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,MIRZAPUR,1003.2,,,57060.42,35265.93,61.8,Safe
District/Block,Uttar Pradesh,2023-2024,MORADABAD,902.59,,,64413.95,54661.6,84.86,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,MUZAFFARNAGAR,869.1,,,102812.54,79593.85,77.42,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,PILIBHIT,1244.84,,,107756.63,67650.39,62.78,Safe
District/Block,Uttar Pradesh,2023-2024,PRATAPGARH,837.75,,,129527.85,99523.08,76.84,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,PRAYAGRAJ,843.09,,,128986.46,93790.05,72.71,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,RAIBARELI,748.3,,,114976.47,65843.32,57.27,Safe
District/Block,Uttar Pradesh,2023-2024,RAMPUR,1051.61,,,74288.38,53147.53,71.54,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,SAHARANPUR,1102.65,,,137219.87,132755.4,96.75,Critical
District/Block,Uttar Pradesh,2023-2024,SAMBHAL,784.54,,,43439.14,38185.44,87.91,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,SANT KABIR NAGAR,1253.92,,,48574.52,29277.72,60.27,Safe
District/Block,Uttar Pradesh,2023-2024,SANT RAVIDAS NAGAR,949.6,,,79063.87,62897.17,79.55,Semi-Critical
District/Block,Uttar Pradesh,2023-2024,SHAHJAHANPUR,898.18,,,123787.72,79844.05,64.5,Safe
District/Block,Uttar Pradesh,2023-2024,SHAMLI,869.1,,,43708.51,44275.77,101.3,Over-Exploited
District/Block,Uttar Pradesh,2023-2024,SHRAWASTI,1184.51,,,52479.2,30016.08,57.2,Safe
District/Block,Uttar Pradesh,2023-2024,SIDDHARTH NAGAR,1158.57,,,88147.16,56683.74,64.31,Safe
District/Block,Uttar Pradesh,2023-2024,SITAPUR,991.26,,,188033.77,107842.54,57.35,Safe
District/Block,Uttar Pradesh,2023-2024,SONBHADRA,973.09,,,51768.25,26334.41,50.87,Safe
District/Block,Uttar Pradesh,2023-2024,SULTANPUR,887.59,,,84986.17,52412.36,61.67,Safe
District/Block,Uttar Pradesh,2023-2024,UNNAO,765.68,,,158167.11,97211.53,61.46,Safe
District/Block,Uttar Pradesh,2023-2024,VARANASI,925.78,,,46631.29,41171.74,88.29,Semi-Critical
District/Block,Uttarakhand,2023-2024,DEHRADUN,2183.6,,,51042.82,20402.3,39.97,Safe
District/Block,Uttarakhand,2023-2024,HARIDWAR,1020.0,,,43557.6,28488.89,65.41,Safe
District/Block,Uttarakhand,2023-2024,NAINITAL,1711.0,,,27032.34,14064.33,52.03,Safe
District/Block,Uttarakhand,2023-2024,UDHAMSINGH NAGAR,1465.3,,,74774.5,42192.13,56.43,Safe
District/Block,West Bengal,2023-2024,ALIPURDUAR,3468.3,,,116176.02,12948.7,11.15,Safe
District/Block,West Bengal,2023-2024,BANKURA,1332.8,,,146192.08,59335.32,40.59,Safe
District/Block,West Bengal,2023-2024,BIRBHUM,1392.8,,,104947.15,34355.33,32.74,Safe
District/Block,West Bengal,2023-2024,DAKSHIN DINAJPUR,1584.9,,,102933.14,62207.17,60.43,Safe
District/Block,West Bengal,2023-2024,DARJILING,3118.5,,,38794.25,6365.91,16.41,Safe
District/Block,West Bengal,2023-2024,HAORA,1600.0,,,20923.07,4270.39,20.41,Safe
District/Block,West Bengal,2023-2024,HUGLI,1476.1,,,118374.08,63518.09,53.66,Safe
District/Block,West Bengal,2023-2024,JALPAIGURI,3468.3,,,169522.85,20590.78,12.15,Safe
District/Block,West Bengal,2023-2024,JHARGRAM,1535.5,,,93568.7,23313.88,24.92,Safe
District/Block,West Bengal,2023-2024,KALIMPONG,3118.5,,,3602.07,64.87,1.8,Safe
District/Block,West Bengal,2023-2024,KOCH BIHAR,3286.3,,,186593.66,86083.77,46.13,Safe
District/Block,West Bengal,2023-2024,KOLKATTA,1623.6,,,0.0,,,
District/Block,West Bengal,2023-2024,MALDA,1447.2,,,107153.03,38415.99,35.85,Safe
District/Block,West Bengal,2023-2024,MURSHIDABAD,1433.2,,,180910.35,109525.0,60.54,Safe
District/Block,West Bengal,2023-2024,NADIA,1443.8,,,172778.47,147179.61,85.18,Semi-Critical
District/Block,West Bengal,2023-2024,NORTH 24 PARGANAS,1623.6,,,142302.6,99208.11,69.72,Safe
District/Block,West Bengal,2023-2024,PASCHIM BARDDHAMAN,1348.2,,,22608.64,11231.89,49.68,Safe
District/Block,West Bengal,2023-2024,PASCHIM MEDINIPUR,1535.5,,,218845.39,116287.92,53.14,Safe
District/Block,West Bengal,2023-2024,PURBA BARDDHAMAN,1348.2,,,186513.55,96391.73,51.68,Safe
District/Block,West Bengal,2023-2024,PURBA MEDINIPUR,1669.6,,,60404.89,21969.68,36.37,Safe
District/Block,West Bengal,2023-2024,PURULIYA,1363.3,,,52857.96,9367.75,17.72,Safe
District/Block,West Bengal,2023-2024,SOUTH 24 PARGANAS,1623.6,,,0.0,,,
District/Block,West Bengal,2023-2024,UTTAR DINAJPUR,1912.4,,,110198.41,52401.58,47.55,Safe
State,Andaman & Nicobar Islands,2023-2024,,,,,,,,
State,Andhra Pradesh,2023-2024,All,899.74,2779916.76,139000.52,2641117.32,787981.05,29.84,Safe
State,Arunachal Pradesh,2023-2024,All,3293.25,387704.19,37968.19,345595.12,1331.94,0.39,Safe
State,Assam,2023-2024,All,2362.11,2721133.22,267412.56,2089130.83,263521.18,12.61,Safe
State,Bihar,2023-2024,All,1202.46,3414868.55,319498.9,3095450.98,1409571.69,45.54,Safe
State,Chandigarh,2023-2024,All,1078.0,5513.9,551.39,4962.51,3281.7,66.13,Safe
State,Chhattisgarh,2023-2024,All,1338.55,1418354.06,125620.17,1292733.88,611756.4,47.32,Safe
State,Dadra & Nagar Haveli and Daman & Diu,2023-2024,,,,,,,,
State,Delhi,2023-2024,All,625.78,37989.37,3798.93,34190.44,34454.5,100.77,Over-Exploited
State,Goa,2023-2024,All,3355.27,38495.88,7699.17,30796.71,7055.76,22.91,Safe
State,Gujarat,2023-2024,All,855.95,2758220.27,200369.44,2557850.83,1386495.11,54.21,Safe
State,Haryana,2023-2024,All,499.6,1031604.13,95746.57,935857.56,1272358.82,135.96,Over-Exploited
State,Himachal Pradesh,2023-2024,All,1592.94,111277.0,10239.68,101037.32,35850.94,35.48,Safe
State,Jammu & Kashmir,2023-2024,All,1334.33,255192.53,24862.83,230329.69,51310.56,22.28,Safe
State,Jharkhand,2023-2024,All,1306.33,628057.81,52302.3,575755.51,180878.53,31.42,Safe
State,Karnataka,2023-2024,All,1033.46,1871645.47,185328.2,1686317.2,1155370.79,68.51,Safe
State,Kerala,2023-2024,All,2836.15,566917.3,53950.69,512966.61,275887.82,53.78,Safe
State,Ladakh,2023-2024,All,69.36,6741.89,674.19,6067.7,1876.88,30.93,Safe
State,Lakshadweep,2023-2024,,,,,,,,
State,Madhya Pradesh,2023-2024,All,1101.79,3589948.42,190974.98,3398973.4,1985023.38,58.4,Safe
State,Maharashtra,2023-2024,All,1027.94,3303458.94,188714.58,3114744.36,1650419.69,52.99,Safe
State,Manipur,2023-2024,All,1665.95,51786.14,5178.6,46607.54,3726.96,8.0,Safe
State,Meghalaya,2023-2024,All,3074.77,185873.99,18587.4,153230.84,7045.45,4.6,Safe
State,Mizoram,2023-2024,All,2098.03,21144.35,2114.44,19029.91,750.86,3.95,Safe
State,Odisha,2023-2024,All,1419.2,1746317.91,142184.44,1604133.41,773618.8,48.23,Safe
State,Puducherry,2023-2024,All,1525.0,14485.68,1196.22,13289.46,11547.42,86.89,Semi-Critical
State,Punjab,2023-2024,All,558.76,1888066.83,187450.14,1763376.75,2766152.42,156.87,Over-Exploited
State,Rajasthan,2023-2024,All,472.31,1257562.97,120101.86,1137461.1,1704553.27,149.86,Over-Exploited
State,Sikkim,2023-2024,All,2459.47,24164.56,2416.45,21748.11,1273.07,5.85,Safe
State,Tamil Nadu,2023-2024,All,938.22,2151324.75,207378.79,1946153.06,1445302.67,74.26,Semi-Critical
State,Telangana,2023-2024,All,913.61,2040283.91,195997.15,1844286.65,846649.81,45.91,Safe
State,Tripura,2023-2024,All,2275.52,145291.29,14149.29,118013.93,11185.92,9.48,Safe
State,Uttar Pradesh,2023-2024,All,887.24,7283766.15,646249.13,6637517.02,4676351.86,70.45,Semi-Critical
State,Uttarakhand,2023-2024,All,1537.59,213852.24,17444.98,196407.26,105147.65,53.54,Safe
State,West Bengal,2023-2024,All,1738.03,2588979.28,232778.91,2356200.36,1075033.47,45.63,Safe
District/Block,Andhra Pradesh,2024-2025,Alluri Sitharama Raju,1257.83,,,50117.56,2146.48,4.28,Safe
District/Block,Andhra Pradesh,2024-2025,Anakapalli,1182.55,,,69252.24,21723.97,31.37,Safe
District/Block,Andhra Pradesh,2024-2025,Ananthapuramu,515.03,,,119813.93,41819.1,34.9,Safe
District/Block,Andhra Pradesh,2024-2025,Annamayya,748.15,,,84922.96,33249.92,39.15,Safe
District/Block,Andhra Pradesh,2024-2025,Bapatla,826.52,,,69025.43,17758.14,25.73,Safe
District/Block,Andhra Pradesh,2024-2025,Chittoor,906.29,,,78874.99,43504.74,55.16,Safe
District/Block,Andhra Pradesh,2024-2025,East Godavari,1144.7,,,107239.03,36250.71,33.8,Safe
District/Block,Andhra Pradesh,2024-2025,Eluru,1079.02,,,136915.82,47705.35,34.84,Safe
District/Block,Andhra Pradesh,2024-2025,Guntur,895.11,,,50776.5,10702.21,21.08,Safe
District/Block,Andhra Pradesh,2024-2025,Kakinada,1103.58,,,108765.89,18412.4,16.93,Safe
District/Block,Andhra Pradesh,2024-2025,Konaseema,1304.93,,,102277.33,10753.36,10.51,Safe
District/Block,Andhra Pradesh,2024-2025,Krishna,1057.16,,,151126.1,48377.76,32.01,Safe
District/Block,Andhra Pradesh,2024-2025,Kurnool,610.15,,,64668.8,19733.2,30.51,Safe
District/Block,Andhra Pradesh,2024-2025,NTR,1032.24,,,69639.44,24763.28,35.56,Safe
District/Block,Andhra Pradesh,2024-2025,Nandyal,716.04,,,101057.8,12791.73,12.66,Safe
District/Block,Andhra Pradesh,2024-2025,Palnadu,750.85,,,106879.3,40099.82,37.52,Safe
District/Block,Andhra Pradesh,2024-2025,Parvathipuram Manyam,1168.07,,,89208.17,22507.56,25.23,Safe
District/Block,Andhra Pradesh,2024-2025,Prakasam,790.4,,,92930.32,46674.06,50.22,Safe
District/Block,Andhra Pradesh,2024-2025,Sri Potti Sriramulu Nellore,1040.05,,,180831.42,44136.85,24.41,Safe
District/Block,Andhra Pradesh,2024-2025,Sri Sathya Sai,589.84,,,119090.71,68401.25,57.44,Safe
District/Block,Andhra Pradesh,2024-2025,Srikakulam,1170.33,,,95773.56,34894.44,36.43,Safe
District/Block,Andhra Pradesh,2024-2025,Tirupati,1065.57,,,152903.89,55683.98,36.42,Safe
District/Block,Andhra Pradesh,2024-2025,Visakhapatnam,1140.58,,,12418.6,5445.76,43.85,Safe
District/Block,Andhra Pradesh,2024-2025,Vizianagaram,1109.88,,,136346.27,37178.99,27.27,Safe
District/Block,Andhra Pradesh,2024-2025,West Godavari,1117.26,,,49242.55,4880.98,9.91,Safe
District/Block,Andhra Pradesh,2024-2025,Y.S.R Kadapa,685.42,,,102267.89,38790.75,37.93,Safe
District/Block,Arunachal Pradesh,2024-2025,CHANGLANG,2222.9,,,27096.75,247.62,0.91,Safe
District/Block,Arunachal Pradesh,2024-2025,EAST KAMENG,2026.3,,,15809.36,108.82,0.69,Safe
District/Block,Arunachal Pradesh,2024-2025,EAST SIANG,4398.6,,,71985.0,179.02,0.25,Safe
District/Block,Arunachal Pradesh,2024-2025,LOHIT,2998.2,,,109376.97,273.72,0.25,Safe
District/Block,Arunachal Pradesh,2024-2025,LOWER DIBANG VALLEY,3996.1,,,71662.94,248.13,0.35,Safe
District/Block,Arunachal Pradesh,2024-2025,LOWER SUBANSIRI,1444.4,,,4485.54,39.79,0.89,Safe
District/Block,Arunachal Pradesh,2024-2025,PAPUM PARE,3199.6,,,9593.23,148.68,1.55,Safe
District/Block,Arunachal Pradesh,2024-2025,TIRAP,2907.3,,,7802.07,55.54,0.71,Safe
District/Block,Arunachal Pradesh,2024-2025,UPPER SUBANSIRI,1735.4,,,2429.81,21.28,0.88,Safe
District/Block,Arunachal Pradesh,2024-2025,WEST KAMENG,2388.7,,,3017.04,13.15,0.44,Safe
District/Block,Arunachal Pradesh,2024-2025,WEST SIANG,2891.9,,,5579.64,8.01,0.14,Safe
District/Block,Assam,2024-2025,BAKSA,3274.6,,,124548.86,4481.3,3.6,Safe
District/Block,Assam,2024-2025,BARPETA,2051.5,,,84137.01,35413.31,42.09,Safe
District/Block,Assam,2024-2025,BONGAIGAON,3102.4,,,44790.27,16070.11,35.88,Safe
District/Block,Assam,2024-2025,CACHAR,3311.9,,,45578.68,1435.96,3.15,Safe
District/Block,Assam,2024-2025,CHIRANG,3218.7,,,82014.38,2425.61,2.96,Safe
District/Block,Assam,2024-2025,DARRANG,1951.2,,,49402.73,24662.95,49.92,Safe
District/Block,Assam,2024-2025,DHEMAJI,2859.3,,,90320.29,4321.69,4.78,Safe
District/Block,Assam,2024-2025,DHUBRI,2752.8,,,89566.74,27537.37,30.75,Safe
District/Block,Assam,2024-2025,DIBRUGARH,2649.4,,,118195.83,4974.8,4.21,Safe
District/Block,Assam,2024-2025,DIMA HASAO,2791.8,,,56590.29,283.52,0.5,Safe
District/Block,Assam,2024-2025,GOALPARA,2583.2,,,53194.48,17377.44,32.67,Safe
District/Block,Assam,2024-2025,GOLAGHAT,1751.7,,,99329.89,5725.81,5.76,Safe
District/Block,Assam,2024-2025,HAILAKANDI,2838.3,,,23096.35,546.03,2.36,Safe
District/Block,Assam,2024-2025,JORHAT,2265.3,,,64255.08,10261.89,15.97,Safe
District/Block,Assam,2024-2025,KAMRUP,1896.2,,,76002.29,14958.56,19.68,Safe
District/Block,Assam,2024-2025,KAMRUP (M),1813.4,,,15408.39,5230.51,33.95,Safe
District/Block,Assam,2024-2025,KARBI ANGLONG,1122.2,,,117755.33,2592.68,2.2,Safe
District/Block,Assam,2024-2025,KARIMGANJ,3751.0,,,35660.04,1413.34,3.96,Safe
District/Block,Assam,2024-2025,KOKRAJHAR,3102.4,,,145008.49,9474.01,6.53,Safe
District/Block,Assam,2024-2025,LAKHIMPUR,3270.3,,,73091.06,7808.34,10.68,Safe
District/Block,Assam,2024-2025,MORIGAON,1884.8,,,36216.05,7942.9,21.93,Safe
District/Block,Assam,2024-2025,NAGAON,1884.8,,,113614.14,40318.45,35.49,Safe
District/Block,Assam,2024-2025,NALBARI,1896.2,,,34272.24,11498.11,33.55,Safe
District/Block,Assam,2024-2025,SIBSAGAR,2412.4,,,88201.34,5645.31,6.4,Safe
District/Block,Assam,2024-2025,SONITPUR,1978.7,,,137197.77,14227.64,10.37,Safe
District/Block,Assam,2024-2025,TINSUKIA,2322.6,,,114753.5,10796.49,9.41,Safe
District/Block,Assam,2024-2025,UDALGURI,1957.8,,,47710.65,5717.07,11.98,Safe
District/Block,Bihar,2024-2025,ARARIA,1632.2,,,141181.71,30224.68,21.41,Safe
District/Block,Bihar,2024-2025,ARWAL,874.4,,,19075.19,10005.14,52.45,Safe
District/Block,Bihar,2024-2025,AURANGABAD,974.9,,,118753.71,40859.05,34.41,Safe
District/Block,Bihar,2024-2025,BANKA,974.9,,,65462.86,28061.78,42.87,Safe
